Teks|Sentimen
Pemerintah Apresiasi Langkah BRI Bawa UMKM Naik Kelas dan Go Global|Positif
Freeport Kirim Emas Ke Antam, Bos MIND ID: Kurangi Impor Bahan Baku|Netral
Lewat uRBan Festival, Bank Mandiri Sukses Bikin UMKM Naik Kelas|Positif
Efisiensi Anggaran BUMN, Erick Kurangi Fasilitas Pimpinan Rp 7 M|Netral
Sah! BSI (BRIS) Resmi Dapat Izin Bangun Bullion Bank|Positif
Bukalapak (BUKA) Klaim Permohonan PKPU Harmas Tidak Sah|Netral
Bos Unilever Buka-Bukaan Sejumlah Terobosan Sambut Ramadan|Netral
Bos OJK Sebut Kripto Jadi Aset Keuangan Digital di Depan DPR|Positif
IHSG Ditutup Turun 0,48% Terbebani Kinerja Saham AMMN, BBCA & TPIA|Negatif
Korban &Pelaku Robot Trading Net89 Damai, Kerugian Rp 7 T Apa Kabar?|Netral
JPMorgan, Morgan Stanley, Nomura & UBS Kena Sanksi Gegara Shortsell|Negatif
Jadwal RUPS BRI (BBRI) Mundur, Jadi Tanggal 24 Maret 2025|Netral
Tak Gentar Inflasi AS Makin Ketat! Rupiah Ditutup Menguat|Positif
Influencer Kripto Tukang Tipu Disindir DPR, Begini Reaksi Bos OJK|Netral
Erick Thohir Sebut Ada Opsi 7 BUMN Karya Merger Jadi 1 Perusahaan|Netral
Efisiensi Anggaran, Mobil Listrik Pejabat BUMN Diganti Jadi Hybrid|Netral
Kementerian BUMN Sudah Setor Dividen Rp 20,5 Triliun ke Kas Negara|Positif
Investor Merapat, Unilever (UNVR) Mau Bagi Dividen Jumbo|Positif
Rapor Laba Bank BUMN 2024: BRI Terbesar, BRIS Tumbuh Paling Tinggi!|Positif
Kementerian BUMN Usul Efisiensi Anggaran, dari Rp277 M Jadi Rp215 M|Netral
Lana Soelistianingsih Purnatugas dari Wakil Ketua Dewan Komisioner LPS|Netral
Sektor Jasa Keuangan Tumbuh, Pengamat Apresiasi Peran Pengawasan OJK|Positif
Unilever (UNVR) Catat Penjualan Rp35,1 T Sepanjang 2024|Positif
Di Bawah Tangan Dingin Benjie Yap, UNVR Berani Rombak Bisnis|Netral
Trump Bawa Kabar Mengejutkan dari Ukraina-Rusia, Harga Minyak Merosot|Negatif
Hakim Perberat Hukuman Penjara Harvey Moeis Jadi 20 Tahun|Netral
Breaking! IHSG Anjlok 1% Lebih, Ini Saham Biang Keroknya|Negatif
Robert Kiyosaki Makin Getol Borong Bitcoin, Ternyata Ini Alasannya|Netral
Belum Bayar Amortisasi dan Bunga Obligasi, BEI Gembok Saham ZINC|Negatif
Daftar 5 Raja Sawit RI, Nomor 1 Pernah Jadi Loper Koran|Netral
Investor Buka-bukaan Soal Update Pembangunan Proyek IKN|Netral
Hashim Tambah Kepemilikan di WIFI, ISB Beli 6 Juta Saham|Positif
IHSG Kembali Loyo, Dibuka Ambruk 1%|Negatif
Data Penting AS Bikin Labil Rupiah, Dolar Menuju Rp16.400|Negatif
Bursa Asia Menguat Pagi Ini, Beda Nasib dengan Wall Street|Positif
Inflasi AS Beri Stimulus Buat Kripto, BTC Cs Tersenyum Pagi Ini|Positif
Inflasi AS Makin Ketat, Waspada Rupiah Melemah Lagi!|Negatif
Jadi Biang Fraud, Anak Usaha Indofarma (IGM) Dinyatakan Pailit|Negatif
IHSG Bangkit Jangan Senang Dulu, Asing Masih Net Sell!|Negatif
James Riady Buka Suara Soal Merger Bank Nobu & MNC Bank|Netral
IHSG Ngamuk Naik 1,74% Sehari, Asing Terciduk Borong Saham Ini|Positif
Dorong Pertumbuhan DPK, Bank Mega Syariah Bagi-Bagi Hyundai Ioniq|Positif
Kualitas Pegawai Bank Mandiri Penuhi Dua Standar Internasional|Positif
Masyarakat RI Ngerem Beli Mobil Baru, Multifinance Banting Setir|Netral
Kantong Warga RI Tipis, Multifinance Pasang Target Realistis|Netral
Begini Nasib Bank Kecil & Menengah di Era Perang Likuiditas|Netral
XL Axiata & Smartfren Merger, Hal Ini Paling Disorot Investor|Netral
Akhir Pekan IHSG Naik 0,38%, Dikerek Dua Pelat Merah|Positif
Duit Rp700 Miliar Ludes Gara-Gara Love Scam Cs, Apa Itu?|Netral
Menteri BUMN Erick Bertemu Dubes AS, Ini yang Dibahas|Netral
Rupiah Ditutup Happy Weekend! Dolar Turun Jadi Rp 16.255|Positif
Pegadaian & BSI Punya Usaha Bullion, Ini Pengertian dan Mekanismenya|Netral
Mantap! BRI Masuk Jajaran Perusahaan Elite di Asia-Pasifik 2025|Positif
Terhimpit Beban, Laba Adira Finance (ADMF) Turun 27,8% Sepanjang 2024|Negatif
IHSG Sesi I Menguat Tipis Dipimpin Sektor Properti|Positif
Harga Minyak Stabil Begerak Stabil Hari Ini|Positif
Anak Usaha Pailit, Ini Kerugian Indofarma Kehilangan IGM|Negatif
Ramadan Sudah Dekat, Intip Strategi Investasi Ala Nabi Muhammad SAW|Netral
Prabowo Bakal Luncurkan Danantara: Kita Mulai 20 Proyek Miliaran Dolar|Netral
Jelang Merger dengan XL, Rugi Smartfren (FREN) Bengkak 11 Kali Lipat|Negatif
Seluruh Biaya Transaksi di Super Apps Bale Gratis, Ini Alasan BTN|Netral
Mau Jual Emas Antam? Simak 5 Langkah Berikut|Netral
Jumat Berkah Rupiah Cerah! Dolar AS Kini Rp16.280|Positif
IHSG Ada Harapan Hijau Hari Ini, Dibuka Naik 0,45%|Positif
Bursa Asia Mayoritas Berada di Zona Merah Pagi Ini|Negatif
Prabowo Luncurkan Danantara  24 Februari 2025, Kelola Aset Rp14.700 T|Netral
IHSG Masih Tertekan, BMRI dan BRIS Jadi Incaran Asing|Negatif
Jadi Investor di IKN, Intip Gurita Bisnis Sukanto Tanoto|Netral
IHSG Balik Merah, 10 Saham Ini Paling Dijauhi Asing|Negatif
Banyak yang Tak Tahu, Ini Sosok Raja Muslim Terkaya dalam Sejarah|Netral
Awas Rekening Dikuras Maling, Kenali Modus Penipuan M-Banking|Netral
Petani Jawa Gali Sawah Temukan 16 Kg Emas, Auto Kaya Raya|Netral
Berpihak Pada UMKM dan Ekonomi Kerakyatan, BRI Jaga Stabilitas Kinerja|Positif
Nama di BI Checking atau SLIK OJK Bermasalah? Ini Cara Membersihkannya|Netral
Petani Jawa Gali Sawah Ketemu Emas 16 Kg, Mendadak Kaya Raya|Netral
3 Investor Kakap Bicara Soal Nasib Proyeknya di IKN, Ternyata Begini|Netral
Tanda Daya Beli Warga RI 'Sekarat' Muncul di Sektor Ini|Negatif
Intip Nasib Bank Kecil & Menengah RI di Tengah Perang Likuiditas|Netral
Bukti Orang Kaya Masih Belanja, Penjualan Tas Hermes Melesat di Q4|Positif
19 Tahun Buron & Rugikan Negara Rp35 M, Nader Thaher Tertangkap!|Negatif
Kenapa Tuyul Tak Curi Uang di Bank? Ini Penjelasannya|Netral
Konglomerat Warren Buffet Pilih Tinggal di Rumah Sederhana Ini|Netral
Bukti Dompet Warga RI Lagi Cekak Muncul di Data Paylater|Negatif
Selain Pegadaian & BSI, Ada Calon Usaha Bullion Sedang Antre Izin|Netral
Menko Airlangga Pastikan DHE yang Jadi Agunan Dikecualikan dari BMPK|Netral
Prabowo Beri Sinyal Dividen Jumbo BUMN, Ini Daftar Emiten Pelat Merah|Positif
Bangun Perilaku Unggul, BTPS Sukses Jaga Kinerja di 2024|Positif
Bukalapak Ajukan PKPU ke Harmas Jalesveva karena Piutang Rp6,4 M|Negatif
Raam Punjabi Borong 8,82 Juta Saham RAAM|Positif
Bursa Gembok 61 Emiten Gara-Gara Telat Bayar Listing Fee|Negatif
Bukan Hanya RI, Malaysia-Vietnam Juga Wajibkan Penempatan 100% DHE|Netral
Jeff Yass, Taipan Rp806 T Jadi Donatur Trump dan Dukung TikTok di AS|Netral
Sri Mulyani: Tingkat Penempatan DHE SDA di Perbankan RI Lebih Dari 30%|Netral
BI Sediakan Instrumen Penampung DHE, Eksportir Jangan Takut Rugi!|Netral
IHSG Naik Nyaris 3%! Ini Saham yang Bikin Terbang|Positif
Ternyata! Ini Alasan Prabowo Tahan 100% DHE SDA selama 1 Tahun|Netral
Jurus DHE Ketat Prabowo Amankan Rupiah dari Amukan Dolar AS|Netral
BI & 2 Bank Sentral Ini Perkuat Aturan Transaksi LN Tanpa Dolar|Positif
IHSG Pesta Pora Hari Ini! Ditutup Naik Nyaris 3%|Positif
12 Dapen & 8 Asuransi-Reasuransi Masuk Daftar Pengawasan Khusus OJK|Negatif
Rupiah Perkasa Usai Rilis Data Ekspor-Impor & Aturan DHE Prabowo|Positif
BNI Umumkan Perubahan Jadwal RUPS Jadi Tanggal 26 Maret 2025|Netral
Perketat DHE! Prabowo: Selama Ini Dolar Hasil Ekspor Disimpan di LN|Netral
Prabowo Ungkap Makna Sebenarnya di Balik Nama Danantara|Netral
Eksportir Boleh Ambil DHE Buat Operasional, Ini Rincian & Syaratnya!|Netral
Kebijakan DHE Prabowo Bikin RI Kebanjiran Dolar! Target 2025 US$80 M|Positif
Prabowo Tetapkan 100% DHE Wajib Simpan di RI, Berlaku 1 Maret 2025|Netral
IHSG Melesat 2% Lebih, Saham BMRI dan BBRI Jadi Penopang|Positif
Investor Wajib Tahu, 3 Jenis Risiko Investasi Saham dan Obligasi|Netral
Utang Luar Negeri RI Turun Jadi US$424,8 M|Positif
Laba BTPN Syariah (BTPS) Rp1,06 T di 2024|Positif
Harga Minyak Tertekan, Trump & Putin Mau Atur Ulang Pasar Global|Negatif
IHSG Melesat 1,6%! BBRI 2,59%, BMRI 4,88%, BBNI 2,75%|Positif
Bank Permata (BNLI) Bukukan Laba Rp 3,6 Triliun di 2024|Positif
Breaking! IHSG Terbang 1,52% Terkerek Kinerja Saham Emiten Blue Chip|Positif
Nasabah Himbara Bakal Bisa Setor Tunai di ATM Link|Netral
Data Penting Ini Jadi Sentimen Positif, Dolar AS Turun ke Rp 16.170|Positif
IHSG Dibuka Menguat 0,53%, Tancap Gas Dekati Level 6.700|Positif
Harga Naik Tajam, BEI Pantau Ketat Pergerakan Saham POLU|Negatif
Biaya Admin Bulanan BRI, BNI, BTN & Mandiri Terbaru per 17 Februari|Netral
Minta Restu Investor, Bank Mandiri (BMRI) Mau Buyback Saham Rp 1,17 T|Positif
Asing Terciduk Lego Rp1,05 T Saham-Saham Ini Kala IHSG Menguat|Negatif
Menanti Neraca Dagang RI, Akankah Rupiah Lanjut Menguat Hari Ini?|Netral
Bos Bank Swasta Terbesar RI Jadi Korban, Waspada Penipuan WhatsApp|Negatif
Asing Gencar Borong 10 Saham Ini Kala IHSG Rebound|Positif
Pengadilan Cabut Permohonan PKPU Atas Waskita (WSKT)|Netral
Ada Penolakan Investor Terkait Putusan PKPU Obligasi, PPRO Buka Suara|Negatif
BNI dan Astra Credit Companies Kerja Sama Layanan Autopay|Positif
OJK Beberkan Kabar Terbaru Investree, KoinP2P, iGrow|Netral
Deposito Emas Pegadaian Capai 31.604 Kg, Potensi Bank Emas Kinclong|Positif
PPRO Ubah Pembayaran Utang Jadi Obligasi Konversi, Investor Menolak|Netral
Penjualan Mobil Lesu, Laba Bank Danamon Turun 8,57% Jadi Rp3,2 T|Negatif
Segera Diluncurkan, Luhut Minta Semua Orang Dukung Danantara|Netral
Asing Mulai Balik, IHSG Ditutup Hijau Tiga Hari Beruntun|Positif
Heboh Seruan Tarik Uang di Bank, Ini Respons Tak Terduga Luhut|Netral
Pria Rampok Bank Pakai Pistol Dinosaurus|Negatif
Rupiah Tertekan Jelang Keputusan RDG, Dolar Naik ke Rp16.270|Negatif
Perang Likuiditas Makin Sengit! Bank Ini Bakal Jadi Korban|Negatif
Kredit Macet Pindar Tembus Rp 2,01 T, Gen Z Paling Banyak|Negatif
Airlangga Hartarto Ungkap Alasan Bank Emas Diluncurkan 26 Februari|Netral
RUPS BRI, Bank Mandiri, BNI, BTN Kompak Mundur, Ini Jadwal Terbaru|Netral
Ramalan Chatib Basri, The Fed Makin Sulit Pangkas Suku Bunga|Netral
Ini Deretan Rumah Harvey Moeis yang Disita dari Kasus Korupsi Timah|Netral
Lanjutkan Reli, IHSG Selangkah Lagi Balik ke 6.900|Positif
Kronologi Perseturuan Bukalapak (BUKA) Vs Harmas hingga Saling PKPU|Negatif
Dana Buyback BNI (BBNI) Naik Jadi Rp1,5 Triliun|Positif
Harga Minyak Brent Melemah Usai Serangan Drone di Rusia|Negatif
Tiga Jenis Kripto yang Harus Dihindari Agar Bisa Cuan Besar|Netral
Harga Emas Diprediksi Tembus US$ 3.300, Pemilik Emas Silakan Berpesta|Netral
Cuan Triliunan, Cek Indikator Yang Digunakan Milyader di Strateginya|Netral
Bankir Ungkap Pemangkasan Anggaran Pemerintah Bisa Bikin Kredit Lesu|Netral
IHSG Dibuka Menguat, Ngegas Lagi Dekati Level 6.900|Positif
Rupiah Dibuka Melemah, Dolar AS Jadi Rp16.230/US$!|Negatif
Harga Naik Tajam, BEI Pantau Ketat Perdagangan Saham BESS|Negatif
Bertemu Presiden Bahas Bank Emas, Erick Thohir: Potensi PDB Rp 245 T|Netral
Ada Dukungan DHE & 8 Kebijakan Ekonomi, Rupiah Siap Hijau Lagi?|Positif
Asing Net Buy Rp 1,08 T, Kompak Borong 10 Saham Ini|Positif
Pasar Kripto Mayoritas Tertekan, Tapi Koin Ini Justru Menguat|Positif
Warga RI Makin Susah Beli Mobil, Multifinance Siapkan Strategi Ini|Netral
Pesan SBY ke Menkeu dan Bos BI Saat Rupiah Tertekan: Tinggalkan Ego!|Netral
IHSG Melesat Hampir 3%, Asing Malah Kompak Lego Saham-Saham Ini|Negatif
BI Ungkap Keuntungan Dolar Hasil Ekspor Disimpan di SVBI & SUVBI|Netral
Program Prabowo Butuh Dana Besar, Sri Mulyani: Efeknya Bisa Powerfull|Netral
Dukung Program 3 Juta Rumah, BI Tingkatkan Insentif KLM Jadi 5% DPK|Positif
Anggota DPR Sorot Ada Debt Collector Dibunuh Nasabah, OJK Bilang Gini|Negatif
Semua Dolar Eksportir Simpan di RI, BI Pede Rupiah Bisa Perkasa|Positif
Tipu-Tipu Nasabah, Perusahaan Keuangan Ganti Rugi Rp214,5 Miliar|Negatif
PTPP Mulai Garap Proyek RS Adhyaksa Jambi, Target Rampung Akhir 2025|Positif
Beda dengan RI, Negara Tetangga Ini Turunkan Bunga Demi Genjot Ekonomi|Netral
OJK Dorong Jumlah Big Bank Bertambah, Ini Respons Bankir|Netral
Danantara Meluncur, Ini Respons Jokowi, Luhut, & Chatib Basri|Netral
BI Punya Senjata Baru Buat Guyur Likuiditas ke Bank|Positif
IHSG Ditutup Anjlok 1,14%, Saham Perbankan Jadi Pemberat Utama|Negatif
BI Gratiskan Biaya QRIS untuk Merchant di RS, Transportasi, & Wisata|Netral
Catat, Ini 3 Hal yang Bisa Dilakukan Bila Gagal Bayar Pindar|Netral
Keputusan Lengkap BI Tahan Suku Bunga Acuan 5,75%|Netral
Pejuang Cicilan Mohon Maaf, Bunga KPR Belum Turun!|Netral
BI Siap Tebar Uang Cash Rp 180,9 T di Lebaran 2025|Positif
BI Rate Tetap 5,75%, Dolar Menanjak ke Rp16.330|Negatif
Dolar AS Ngamuk, BI: Kami Setiap Hari Intervensi Demi Rupiah Stabil|Negatif
Asal Muasal Dolar AS Menggila, Rupiah Cs Terkapar|Negatif
Debt Collector Banyak Masalah, Ada 13.007 Aduan ke OJK|Negatif
Transaksi Digital Melesat, Warga RI Kompak Pindah ke Layanan Ini|Positif
BI Tahan Suku Bunga Acuan di Level 5,75%, Ini Alasannya!|Netral
BI: Likuiditas Perbankan Memadai|Netral
BI Guyur Likuiditas Rp 295 T, Bank Swasta Terima Paling Banyak|Positif
BI Tahan Suku Bunga Acuan, Dolar Lanjut Menguat ke Rp16.340|Negatif
Breaking! BI Tahan Suku Bunga, IHSG Koreksi 1%|Negatif
Tok! BI Rate Diputuskan Tetap 5,75%|Netral
Awal 2025, Kredit Bank Tumbuh 10,27%|Positif
Sejak Awal Tahun, BI Beli Surat Utang Pemerintah Rp32,4 T|Netral
Bos BI: Rupiah Terkendali, Cenderung Menguat!|Positif
Saat Anggota DPR Curhat Ditelpon 'Sales' Bank Tanpa Henti ke OJK|Netral
Begini Ramalan BI Soal Nasib Ekonomi RI di 2025, Simak!|Netral
Bos BI Wanti-Wanti Dunia Masih Gelap|Netral
Trump Ubah Situasi AS! Ekonomi Kuat, Dolar Pulang Kampung|Netral
Ada Pegadaian & BSI, Erick Thohir Ajak Pekerja Migran RI Nabung Emas|Netral
Tertekan Kanan & Kiri, Ini Penyebab Laba Bank Danamon Anjlok 9%|Negatif
DHE SDA Wajib 100% Disimpan 1 Tahun, Pengusaha Harus Tahu Hal Ini|Netral
Komisaris Pyridam Farma (PYFA) Syamsul Arifin Meninggal Dunia|Negatif
10 dari 97 Perusahaan Pindar Masih Kurang Modal, OJK Beri Sanksi|Negatif
Kaya Raya dari Industri Farmasi, Ini Tiga Raja Obat di RI|Netral
Jangan Terjebak, Kenali Modus Penipuan Pinjol Ilegal|Netral
Diluncurkan Prabowo 24 Februari 2025, Ini Profil & Fungsi Danantara|Netral
Saham Digembok Bursa, Bos Wijaya Karya (WIKA) Buka Suara|Negatif
Dalam 6 Bulan, Saham Emiten Ini Naik 2.539%! Auto Digembok Bursa|Negatif
Rusia dan OPEC+ Bikin Harga Minyak Membara|Negatif
Rupiah Terburuk di Asia, Jatuh ke Rp 16.350 per Dolar AS|Negatif
Rupiah Kembali Keok, Dolar Sentuh Rp16.355|Negatif
Rupiah Tertekan Jelang Rilis BI Rate, Dolar Lanjut Naik ke Rp16.300|Negatif
IHSG Galau dan Balik ke Zona Merah Jelang Keputusan Suku Bunga BI|Negatif
Kisah Raja Kain RI Yang Akhirnya Tenggelam Tertimbun Utang|Netral
Eksportir Tak Patuh Parkir Devisa di RI 100%, Apa Sanksinya?|Negatif
Nasib Rupiah Ditentukan Bank Indonesia Hari Ini!|Netral
Mantan Presiden Diminta Ikut Awasi Danantara, Ini Respons Jokowi|Netral
Asing Terciduk Lego 10 Saham Ini Kala IHSG Cetak Hattrick|Negatif
Tiga Tahun Perang Ukraina-Rusia, Saham Eropa Ini Terus Cetak Rekor|Positif
Saham Bank BUMN Laris Diborong Asing Kala IHSG Cerah Bergairah|Positif
Tumbuh Berkelanjutan, Allo Bank Raih Kinerja Positif di 2024|Positif
Bos Bank Mandiri Buka Suara Soal Dampak Kenaikan Insentif Ini|Netral
7 BUMN Karya Bakal Merger Jadi 1, PTPP Bilang Gini!|Netral
Rekrutmen Bersama BUMN 2025 Segera Dibuka, Ini Syarat dan Tahapannya|Netral
Terungkap, Ini Alasan Rajeev Sethi Dicalonkan Jadi CEO XLSmart|Netral
Keluar Penjara, Orang Ini Bikin Astra & Jadi Raja Otomotif RI|Netral
Peringatan OJK: Awas THR Palsu Bisa Bikin Rekening Ludes|Negatif
CEO Indosat Borong Saham Indosat (ISAT), Rogoh Kocek Rp2 M|Positif
Heboh Seruan Tarik Dana di Bank, Ini Respons BRI (BBRI)|Netral
IHSG Keok, Pamor Saham Teknologi Naik|Negatif
Industri Multifinance Waswas Tak Capai Target|Negatif
Defisit Transaksi Berjalan Membaik, Dolar Turun Tipis ke Rp16.325|Positif
Daftar 10 Bank Terbesar di Indonesia per 20 Februari 2025|Netral
5 Nasihat Warren Buffett Buat Kelas Menengah Agar Jadi Kaya|Netral
IHSG Malas Bergerak, Saham Ini Melaju Kencang hingga ARA|Positif
Piutang Naik Tipis, WOM Finance Bukukan Laba Rp 262,9 M Tahun 2024|Positif
Layani 35,9 Juta UMKM, Holding Ultra Mikro Salurkan Kredit Rp 626,6 T|Positif
Banyak Inovasi, BRImo Jadi Aplikasi Perbankan Terpopuler di Indonesia|Positif
Bank CIMB Niaga (BNGA) Kantongi Laba Rp6,8 T Sepanjang 2024|Positif
Saham atau Reksa Dana, Mana Investasi yang Lebih Cocok Buat Kamu?|Netral
Anak Usaha Emiten Prajogo Dikabarkan Mau IPO, Manajemen Buka Suara|Positif
Prabowo Sebut Danantara Dimodali US$20 Miliar, Ini Sumbernya|Netral
NPI Q4-2024 Surplus US$7,9 M, Transaksi Berjalan Defisit US$1,1 M|Positif
Harga Minyak Dunia Mendingin Usai Reli Tiga Hari Beruntun|Positif
Perbedaan Paylater dan Pindar, Awas Jangan Tertukar|Netral
Bos BTN Beberkan Dampak Tambahan Insentif KLM BI ke Perumahan Rakyat|Netral
Pasar Respons Sejumlah Sentimen Penting, IHSG Dibuka Menguat|Positif
Risalah The Fed Bikin Rupiah Goyang, Dolar Sentuh Rp 16.330|Negatif
Harga Naik Tinggi, BEI Gembok Perdagangan Saham POLU|Negatif
Punya Harta Rp 39 Triliun, Ini Sosok Crazy Rich Termuda RI|Netral
Deretan Fakta Penting Danantara, Daftar BUMN Hingga Total Aset|Netral
Asing Net Sell Rp1,13 Triliun, Diam-diam Lepas 10 Saham Ini|Negatif
Bos BTN Ungkap Penyebab Laba 2024 Anjlok 14%|Negatif
Asing Kompak Borong 10 Saham Ini Saat IHSG Ambruk|Positif
Nasabah Jiwasraya Minta Duit Bentjok Cs Dipakai Buat Bayar Klaim|Netral
Ramai Seruan Tarik Dana, Bank Mandiri (BMRI) Buka Suara|Netral
Korban Jiwasraya Tolak Restrukturisasi Teriak, Tanya Nasibnya Gimana|Netral
Hibank Milik BNI Resmi Meluncur, Targetkan Kredit UMKM Tumbuh 40%|Positif
IHSG Naik 0,2% di Akhir Pekan, Saham Ini ARA Lagi|Positif
Fabio Ferraz Mundur Dari Kursi Komisaris Vale Indonesia (INCO)|Netral
Prabowo Makan Siang Bareng Pandu Sjahrir Cs, Bahas Danantara?|Netral
Tutup Hari Terakhir Pekan Ini, Dolar Tertekan ke Rp16.300|Positif
Heboh Seruan Tarik Dana Bank, Siapa Untung dan Rugi?|Netral
Punya Aset Jumbo, Danantara Masuk 10 Dana Abadi Terbesar di Dunia?|Netral
Naik Tipis, Astra Agro Lestari (AALI) Cetak Laba Rp1,15 T|Positif
IHSG Naik Tipis Digendong Saham DCI Indonesia (DCII)|Positif
Total Aset Bank Syariah Naik 9,88% pada 2024, Market Share Naik Tipis|Positif
Poin-Poin Penting BPI Danantara di UU BUMN|Netral
Soal Rumor Stock Split Saham, Manajemen DCII Buka Suara|Netral
10 Tambang Nikel Terbesar Sedunia, RI di Nomor Berapa?|Netral
Harga Minyak Rebound, WTI Hampir Sentuh US$73 per Barel|Positif
Kronologi Kasus Mega Korupsi Jiwasraya Hingga Akhirnya Ditutup OJK|Negatif
OJK Cabut Izin Usaha Jiwasraya, Resmi Bubar Sejak Januari 2025|Negatif
Pendapatan Melesat, Laba Allo Bank (BBHI) Naik Jadi Rp 467 M di 2024|Positif
Dana di Bank BUMN Aman, DPR Imbau Masyarakat Tak Terprovokasi|Netral
Transaksi Berjalan RI Membaik, Dolar Kembali Turun ke Rp 16.280|Positif
Minim Sentimen Positif, IHSG Dibuka Galau|Negatif
BEI Pelototi Perdagangan Saham 3 Emiten Ini, Ada Apa?|Negatif
Harga Saham Naik Tak Wajar, BEI Pantau Ketat Saham EDGE & DCII|Negatif
Kabar Baik Buat Pencari Kerja, BUMN Buka Rekrutmen 2025|Netral
Asing Terciduk Diam-Diam Borong 10 Saham Ini Kala IHSG Merah|Positif
Ternyata Segini Besaran Gaji Kepala Daerah Serta Tunjangannya|Netral
Promosikan Koin Kripto 'Micin', Presiden Argentina Dituduh Fraud|Negatif
IHSG Koreksi 2 Hari Beruntun, Asing Lepas Saham-Saham Ini|Negatif
Tabungan Ludes Gara-gara Menghidupi 25 Orang, Jadikan Pelajaran!|Netral
Raja Rokok RI Langsung Ganti Nama Perusahaan Setelah Mimpi di Makam|Netral
Lo Kheng Hong Punya Gaji Sejuta Bisa Beli Rumah Mewah, Ini Rahasianya|Netral
Pria Harta Rp1.900 Triliun Tetap Hormati Orang Tua dan Hidup Sederhana|Netral
Anak Pejabat RI Pilih Hidup Melarat, Tak Mau Jual Nama Besar Orang Tua|Netral
Modus Penipuan Ini Makan Banyak Korban, Duit Rp700 Miliar Raib|Negatif
Saldo Minimum Rekening Bank Mandiri, BRI, BNI per 22 Februari 2025|Netral
Kisah Runtuhnya Kerajaan Bisnis Salim Setelah Berjaya 3 Dekade|Netral
Himbara Cetak Kinerja Solid dengan Tata Kelola yang Baik|Positif
Maling M-Banking Makin Canggih Kuras Rekening, Ini 11 Tips Penting OJK|Netral
Banyak Fintech Gugur, OJK Minta Bankir Segera Lakukan Ini|Negatif
Pencurian Kripto Terbesar di Dunia, Rp 24,46 Triliun melayang|Negatif
Cara Blokir KTP yang Dipakai Pinjol Ilegal Tanpa Izin|Netral
Investor IKN Ungkap Nasib Proyek Triliunan di Penajam|Netral
Pemilik Emas Boleh Tersenyum, Harga Emas Diprediksi Capai US$ 3.300|Netral
Biar Paham! Ini Perbedaan Kartu Kredit, Paylater & Pinjol|Netral
Penuh Tantangan, Ini Fondasi Resiliensi Kinerja BRI|Netral
Efisiensi Trump-Elon Musk Makan Korban, Proyek McKinsey Dkk Terancam|Negatif
Alasan Ferrari Jadi Raja Mobil Eropa: Kami Bukan Perusahaan Otomotif|Netral
Kerja 5 Tahun, Anggota DPR Ternyata Dapat Uang Pensiun Seumur Hidup|Netral
Prabowo Resmikan Danantara Besok, Ini Respons Jokowi Hingga Luhut|Netral
Warren Buffett Tumpuk Uang Rp 5.239 T, Sudah Menyerah di Saham?|Netral
Pasokan AS & Meredanya Tensi Geopolitik Bikin Harga Minyak Terkoreksi|Positif
Danantara Diluncurkan Besok, Ini Poin-Poin Penting BPI di UU BUMN|Netral
Warren Buffett Blak-blakan 7 Kebiasaan yang Bikin Orang Susah Kaya|Netral
Hidup Tajir di Jakarta, Suami Istri Ketahuan Curi Rp 87 M Uang Bank|Negatif
Heboh Di Medsos, Mayora Bantah Ada PHK Massal|Netral
Status Dony Oskaria Rangkap Jabatan, Wamen Tiko Bilang Begini|Netral
Danantara Bakal Kelola 2 Holding, Wamen Tiko: Menteri BUMN Bantu Atur|Netral
Bank Raya (AGRO) Kerjasama Value Chain Digital Dengan APP|Positif
Kembangkan SDM, OJK Beri Sinyal Buka Lowongan Kerja Lagi?|Netral
Aset Tumbuh 9,88%, Alhamdulillah Kinerja Bank Syariah Positif di 2024|Positif
Danantara Kelola Aset Jumbo Negara, Pandu Sjahrir Ungkap Sumber Dana|Netral
Buron Interpol, Bos Pinjol Bangkrut Nonton Balapan E1 GP di Qatar|Negatif
IHSG Ditutup Melemah, Saham BREN dan AMMN Jadi Pemberat|Negatif
Tony Blair Ditunjuk Salah Satu Dewan Pengawas Danantara|Netral
2024, Laba Maybank Indonesia (BNII) Rp 1,11 Triliun! Turun 36%|Negatif
Danantara Resmi Diluncurkan, Dolar Langsung Turun ke Rp16.270|Positif
Danantara Buka Opsi Joint Venture Hingga Kelola Dana Asing|Netral
Akhir Maret, Seluruh BUMN RI Bakal Dikelola Danantara|Netral
CEO Danantara Buka Suara Soal Seruan Tarik Uang di Bank BUMN|Netral
Terungkap, Ini Orang Dekat Prabowo Pencetus Ide Pembentukan Danantara|Netral
Gimana Pembagian Peran KBUMN & Danantara? Begini Penjelasan Rosan|Netral
Rosan Roeslani Bantah Danantara Kebal Hukum, KPK-BPK Bisa Periksa|Netral
Harga Minyak Melemah, Pasar Tunggu Perkembangan Perang Rusia-Ukraina|Negatif
Rekrut Orang Terbaik untuk Danantara, Rosan: Tidak Bisa Main-main!|Netral
Ini Dia Trio Bos Danantara Pilihan Presiden Prabowo Subianto|Netral
Soal Tata Kelola, Rosan Ungkap Danantara Punya Struktur Berlapis|Netral
Rosan Roeslani Jabat CEO Danantara Sekaligus Menteri Investasi|Netral
Jokowi, SBY Hingga JK Hadiri Peluncuran Danantara|Netral
